"","gospodarz","gosc","gospodarz_res","gosc_res","dogrywka","daty","total","win_gosp","gosp_gosp","gosp_past_points","win_gosc","gosc_gosp","gosc_past_points","gosp_past_add","gosc_past_add","gosp_past_total","gosc_past_total","gosp_past_add.1","mth","daty_r"
"1466","BrooklynNets","BostonCeltics",111,101,0,2015-11-22,212,0,0,95,1,1,120,0,0,215,215,0,"Nov",198.5
"1467","NewOrleansPelicans","PhoenixSuns",122,116,0,2015-11-22,238,1,1,104,1,0,114,0,0,194,221,0,"Nov",198.5
"1468","OklahomaCityThunder","DallasMavericks",117,114,0,2015-11-22,231,0,1,90,1,1,102,0,0,183,195,0,"Nov",198.5
"1469","DenverNuggets","GoldenStateWarriors",105,118,0,2015-11-22,223,0,1,107,1,1,106,0,0,221,200,0,"Nov",198.5
"1470","LosAngelesLakers","PortlandTrailBlazers",93,107,0,2015-11-22,200,0,1,91,1,1,102,0,0,193,193,0,"Nov",198.5
"1471","CharlotteHornets","SacramentoKings",127,122,1,2015-11-23,249,1,1,113,1,0,97,0,0,201,188,0,"Nov",205
"1472","ClevelandCavaliers","OrlandoMagic",117,103,0,2015-11-23,220,1,1,109,0,1,91,0,0,206,188,0,"Nov",205
"1473","MiamiHeat","NewYorkKnicks",95,78,0,2015-11-23,173,1,1,96,1,0,107,0,0,187,209,0,"Nov",205
"1474","MilwaukeeBucks","DetroitPistons",109,88,0,2015-11-23,197,0,0,86,0,1,95,0,0,209,192,0,"Nov",205
"1475","MinnesotaTimberwolves","PhiladelphiaErs",100,95,0,2015-11-23,195,0,1,86,0,0,91,0,0,182,187,0,"Nov",205
"1476","SanAntonioSpurs","PhoenixSuns",98,84,0,2015-11-23,182,1,1,92,0,0,116,0,0,174,238,0,"Nov",205
"1477","UtahJazz","OklahomaCityThunder",89,111,0,2015-11-23,200,0,0,93,1,1,117,0,0,195,231,0,"Nov",205
"1478","WashingtonWizards","IndianaPacers",106,123,0,2015-11-24,229,1,0,97,1,1,123,0,0,192,209,0,"Nov",211.5
"1479","AtlantaHawks","BostonCeltics",121,97,0,2015-11-24,218,0,0,97,0,0,101,0,0,206,212,0,"Nov",211.5
"1480","MemphisGrizzlies","DallasMavericks",110,96,0,2015-11-24,206,0,0,82,0,0,114,0,0,174,231,0,"Nov",211.5
"1481","DenverNuggets","LosAngelesClippers",94,111,0,2015-11-24,205,0,1,105,0,1,80,0,0,223,171,0,"Nov",211.5
"1482","PortlandTrailBlazers","ChicagoBulls",88,93,0,2015-11-24,181,1,0,107,0,0,94,0,0,200,200,0,"Nov",211.5
"1483","GoldenStateWarriors","LosAngelesLakers",111,77,0,2015-11-24,188,1,0,118,0,1,93,0,0,223,200,0,"Nov",211.5
"1484","CharlotteHornets","WashingtonWizards",101,87,0,2015-11-25,188,1,1,127,0,1,106,1,0,249,229,1,"Nov",220.5
"1485","OrlandoMagic","NewYorkKnicks",100,91,0,2015-11-25,191,0,0,103,0,0,78,0,0,220,173,0,"Nov",220.5
"1486","BostonCeltics","PhiladelphiaErs",84,80,0,2015-11-25,164,0,0,97,0,0,95,0,0,218,195,0,"Nov",220.5
"1487","DetroitPistons","MiamiHeat",104,81,0,2015-11-25,185,0,0,88,1,1,95,0,0,197,173,0,"Nov",220.5
"1488","TorontoRaptors","ClevelandCavaliers",103,99,0,2015-11-25,202,1,0,91,1,1,117,0,0,171,220,0,"Nov",220.5
"1489","HoustonRockets","MemphisGrizzlies",93,102,0,2015-11-25,195,0,1,102,1,1,110,0,0,209,206,0,"Nov",220.5
"1490","MilwaukeeBucks","SacramentoKings",118,129,0,2015-11-25,247,1,1,109,0,0,122,0,1,197,249,0,"Nov",220.5
"1491","MinnesotaTimberwolves","AtlantaHawks",99,95,0,2015-11-25,194,1,1,100,1,1,121,0,0,195,218,0,"Nov",220.5
"1492","OklahomaCityThunder","BrooklynNets",110,99,0,2015-11-25,209,1,0,111,1,1,111,0,0,200,212,0,"Nov",220.5
"1493","SanAntonioSpurs","DallasMavericks",88,83,0,2015-11-25,171,1,1,98,0,0,96,0,0,182,206,0,"Nov",220.5
"1494","PhoenixSuns","NewOrleansPelicans",114,120,0,2015-11-25,234,0,0,84,1,1,122,0,0,182,238,0,"Nov",220.5
"1495","LosAngelesClippers","UtahJazz",91,102,0,2015-11-25,193,1,0,111,0,1,89,0,0,205,200,0,"Nov",220.5
"1496","CharlotteHornets","ClevelandCavaliers",90,95,0,2015-11-27,185,1,1,101,0,0,99,0,0,188,202,0,"Nov",232.5
"1497","OrlandoMagic","MilwaukeeBucks",114,90,0,2015-11-27,204,1,1,100,0,1,118,0,0,191,247,0,"Nov",232.5
"1498","BostonCeltics","WashingtonWizards",111,78,0,2015-11-27,189,1,1,84,0,0,87,0,0,164,188,0,"Nov",232.5
"1499","NewYorkKnicks","MiamiHeat",78,97,0,2015-11-27,175,0,0,91,0,0,81,0,0,191,185,0,"Nov",232.5
"1500","IndianaPacers","ChicagoBulls",104,92,0,2015-11-27,196,1,0,123,1,0,93,0,0,229,181,0,"Nov",232.5
"1501","HoustonRockets","PhiladelphiaErs",116,114,0,2015-11-27,230,0,1,93,0,0,80,0,0,195,164,0,"Nov",232.5
"1502","MemphisGrizzlies","AtlantaHawks",101,116,0,2015-11-27,217,1,0,102,0,0,95,0,0,195,194,0,"Nov",232.5
"1503","OklahomaCityThunder","DetroitPistons",103,87,0,2015-11-27,190,1,1,110,1,1,104,0,0,209,185,0,"Nov",232.5
"1504","DenverNuggets","SanAntonioSpurs",80,91,0,2015-11-27,171,0,1,94,1,1,88,0,0,205,171,0,"Nov",232.5
"1505","PhoenixSuns","GoldenStateWarriors",116,135,0,2015-11-27,251,0,1,114,1,1,111,0,0,234,188,0,"Nov",232.5
"1506","SacramentoKings","MinnesotaTimberwolves",91,101,0,2015-11-27,192,1,0,129,1,1,99,0,0,247,194,0,"Nov",232.5
"1507","LosAngelesClippers","NewOrleansPelicans",111,90,0,2015-11-27,201,0,1,91,1,0,120,0,0,193,234,0,"Nov",232.5
"1508","WashingtonWizards","TorontoRaptors",82,84,0,2015-11-28,166,0,0,78,1,1,103,0,0,189,202,0,"Nov",242
"1509","ClevelandCavaliers","BrooklynNets",90,88,0,2015-11-28,178,1,0,95,0,0,99,0,0,185,209,0,"Nov",242
"1510","DallasMavericks","DenverNuggets",92,81,0,2015-11-28,173,0,0,83,0,1,80,0,0,171,171,0,"Nov",242
"1511","SanAntonioSpurs","AtlantaHawks",108,88,0,2015-11-28,196,1,0,91,1,0,116,0,0,171,217,0,"Nov",242
"1512","UtahJazz","NewOrleansPelicans",101,87,0,2015-11-28,188,1,0,102,0,0,90,0,0,193,201,0,"Nov",242
"1513","PortlandTrailBlazers","LosAngelesLakers",108,96,0,2015-11-28,204,0,1,88,0,0,77,0,0,181,188,0,"Nov",242
"1514","GoldenStateWarriors","SacramentoKings",120,101,0,2015-11-28,221,1,0,135,0,1,91,0,0,251,192,0,"Nov",242
"1515","CharlotteHornets","MilwaukeeBucks",87,82,0,2015-11-29,169,0,1,90,0,0,90,0,0,185,204,0,"Nov",249.5
"1516","LosAngelesClippers","MinnesotaTimberwolves",107,99,0,2015-11-29,206,1,1,111,1,0,101,0,0,201,192,0,"Nov",249.5
"1517","BrooklynNets","DetroitPistons",87,83,0,2015-11-29,170,0,0,88,0,0,87,0,0,178,190,0,"Nov",249.5
"1518","OrlandoMagic","BostonCeltics",110,91,0,2015-11-29,201,1,1,114,1,1,111,0,0,204,189,0,"Nov",249.5
"1519","TorontoRaptors","PhoenixSuns",102,107,0,2015-11-29,209,1,0,84,0,1,116,0,0,166,251,0,"Nov",249.5
"1520","MemphisGrizzlies","PhiladelphiaErs",92,84,0,2015-11-29,176,0,1,101,0,0,114,0,0,217,230,0,"Nov",249.5
"1521","NewYorkKnicks","HoustonRockets",111,116,1,2015-11-29,227,0,1,78,1,1,116,0,0,175,230,0,"Nov",249.5
"1522","LosAngelesLakers","IndianaPacers",103,107,0,2015-11-29,210,0,0,96,1,1,104,0,0,204,196,0,"Nov",249.5
"1523","DetroitPistons","HoustonRockets",116,105,0,2015-11-30,221,0,0,83,1,0,116,0,1,170,227,0,"Nov",257.5
"1524","MiamiHeat","BostonCeltics",95,105,0,2015-11-30,200,1,0,97,0,0,91,0,0,175,201,0,"Nov",257.5
"1525","AtlantaHawks","OklahomaCityThunder",106,100,0,2015-11-30,206,0,0,88,1,1,103,0,0,196,190,0,"Nov",257.5
"1526","ChicagoBulls","SanAntonioSpurs",92,89,0,2015-11-30,181,0,0,92,1,1,108,0,0,196,196,0,"Nov",257.5
"1527","MilwaukeeBucks","DenverNuggets",92,74,0,2015-11-30,166,0,0,82,0,0,81,0,0,169,173,0,"Nov",257.5
"1528","UtahJazz","GoldenStateWarriors",103,106,0,2015-11-30,209,1,1,101,1,1,120,0,0,188,221,0,"Nov",257.5
"1529","SacramentoKings","DallasMavericks",112,98,0,2015-11-30,210,0,0,101,1,1,92,0,0,221,173,0,"Nov",257.5
"1530","LosAngelesClippers","PortlandTrailBlazers",102,87,0,2015-11-30,189,1,1,107,1,1,108,0,0,206,204,0,"Nov",257.5
"1531","ClevelandCavaliers","WashingtonWizards",85,97,0,2015-12-01,182,1,1,90,0,1,82,0,0,178,166,0,"Dec",264.5
"1532","PhiladelphiaErs","LosAngelesLakers",103,91,0,2015-12-01,194,0,0,84,0,1,103,0,0,176,210,0,"Dec",264.5
"1533","BrooklynNets","PhoenixSuns",94,91,0,2015-12-01,185,1,1,87,1,0,107,0,0,170,209,0,"Dec",264.5
"1534","MinnesotaTimberwolves","OrlandoMagic",93,96,0,2015-12-01,189,0,0,99,1,1,110,0,0,206,201,0,"Dec",264.5
"1535","NewOrleansPelicans","MemphisGrizzlies",104,113,0,2015-12-01,217,0,0,87,1,1,92,0,0,188,176,0,"Dec",264.5
"1536","PortlandTrailBlazers","DallasMavericks",112,115,1,2015-12-01,227,0,0,87,0,0,98,0,0,189,210,0,"Dec",264.5
"1537","CharlotteHornets","GoldenStateWarriors",99,116,0,2015-12-02,215,1,1,87,1,0,106,0,0,169,209,0,"Dec",272
"1538","WashingtonWizards","LosAngelesLakers",104,108,0,2015-12-02,212,1,0,97,0,0,91,0,0,182,194,0,"Dec",272
"1539","DetroitPistons","PhoenixSuns",127,122,1,2015-12-02,249,1,1,116,0,0,91,0,0,221,185,0,"Dec",272
"1540","NewYorkKnicks","PhiladelphiaErs",99,87,0,2015-12-02,186,0,1,111,1,1,103,1,0,227,194,1,"Dec",272
"1541","AtlantaHawks","TorontoRaptors",86,96,0,2015-12-02,182,1,1,106,0,1,102,0,0,206,209,0,"Dec",272
"1542","ChicagoBulls","DenverNuggets",99,90,0,2015-12-02,189,1,1,92,0,0,74,0,0,181,166,0,"Dec",272
"1543","HoustonRockets","NewOrleansPelicans",108,101,0,2015-12-02,209,0,0,105,0,1,104,0,0,221,217,0,"Dec",272
"1544","SanAntonioSpurs","MilwaukeeBucks",95,70,0,2015-12-02,165,0,0,89,1,1,92,0,0,181,166,0,"Dec",272
"1545","LosAngelesClippers","IndianaPacers",91,103,0,2015-12-02,194,1,1,102,1,0,107,0,0,189,210,0,"Dec",272
"1546","MiamiHeat","OklahomaCityThunder",97,95,0,2015-12-03,192,0,1,95,0,0,100,0,0,200,206,0,"Dec",279.5
"1547","TorontoRaptors","DenverNuggets",105,106,0,2015-12-03,211,1,0,96,0,0,90,0,0,182,189,0,"Dec",279.5
"1548","UtahJazz","OrlandoMagic",94,103,0,2015-12-03,197,0,1,103,1,0,96,0,0,209,189,0,"Dec",279.5
"1549","MemphisGrizzlies","SanAntonioSpurs",83,103,0,2015-12-03,186,1,0,113,1,1,95,0,0,217,165,0,"Dec",279.5
"1550","PortlandTrailBlazers","IndianaPacers",123,111,0,2015-12-03,234,0,1,112,1,0,103,1,0,227,194,1,"Dec",279.5
"1551","SacramentoKings","BostonCeltics",97,114,0,2015-12-03,211,1,1,112,1,0,105,0,0,210,200,0,"Dec",279.5
"1552","NewYorkKnicks","BrooklynNets",108,91,0,2015-12-04,199,1,1,99,1,1,94,0,0,186,185,0,"Dec",285.5
"1553","WashingtonWizards","PhoenixSuns",109,106,0,2015-12-04,215,0,1,104,0,0,122,0,1,212,249,0,"Dec",285.5
"1554","DetroitPistons","MilwaukeeBucks",102,95,0,2015-12-04,197,1,1,127,0,0,70,1,0,249,165,1,"Dec",285.5
"1555","AtlantaHawks","LosAngelesLakers",100,87,0,2015-12-04,187,0,1,86,1,0,108,0,0,182,212,0,"Dec",285.5
"1556","DallasMavericks","HoustonRockets",96,100,0,2015-12-04,196,1,0,115,1,1,108,1,0,227,209,1,"Dec",285.5
"1557","NewOrleansPelicans","ClevelandCavaliers",114,108,1,2015-12-04,222,0,0,101,0,1,85,0,0,209,182,0,"Dec",285.5
"1558","PhiladelphiaErs","DenverNuggets",105,108,0,2015-12-05,213,0,0,87,1,0,106,0,0,186,211,0,"Dec",293.5
"1559","TorontoRaptors","GoldenStateWarriors",109,112,0,2015-12-05,221,0,1,105,1,0,116,0,0,211,215,0,"Dec",293.5
"1560","MiamiHeat","ClevelandCavaliers",99,84,0,2015-12-05,183,1,1,97,0,0,108,0,1,192,222,0,"Dec",293.5
"1561","ChicagoBulls","CharlotteHornets",96,102,0,2015-12-05,198,1,1,99,0,1,99,0,0,189,215,0,"Dec",293.5
"1562","HoustonRockets","SacramentoKings",120,113,0,2015-12-05,233,1,0,100,0,1,97,0,0,196,211,0,"Dec",293.5
"1563","MinnesotaTimberwolves","PortlandTrailBlazers",103,109,0,2015-12-05,212,0,1,93,1,1,123,0,0,189,234,0,"Dec",293.5
"1564","MilwaukeeBucks","NewYorkKnicks",106,91,0,2015-12-05,197,0,0,95,1,1,108,0,0,197,199,0,"Dec",293.5
"1565","SanAntonioSpurs","BostonCeltics",108,105,0,2015-12-05,213,1,0,103,1,0,114,0,0,186,211,0,"Dec",293.5
"1566","UtahJazz","IndianaPacers",122,119,1,2015-12-05,241,0,1,94,0,0,111,0,0,197,234,0,"Dec",293.5
"1567","LosAngelesClippers","OrlandoMagic",103,101,0,2015-12-05,204,0,1,91,1,0,103,0,0,194,197,0,"Dec",293.5
"1568","MemphisGrizzlies","PhoenixSuns",95,93,0,2015-12-06,188,0,1,83,0,0,106,0,0,186,215,0,"Dec",301
"1569","BrooklynNets","GoldenStateWarriors",98,114,0,2015-12-06,212,0,0,91,1,0,112,0,0,199,221,0,"Dec",301
"1570","DetroitPistons","LosAngelesLakers",111,91,0,2015-12-06,202,1,1,102,0,0,87,0,0,197,187,0,"Dec",301
"1571","WashingtonWizards","DallasMavericks",104,116,0,2015-12-06,220,1,1,109,0,1,96,0,0,215,196,0,"Dec",301
"1572","OklahomaCityThunder","SacramentoKings",98,95,0,2015-12-06,193,0,0,95,0,0,113,0,0,192,233,0,"Dec",301
"1573","CharlotteHornets","DetroitPistons",104,84,0,2015-12-07,188,1,0,102,1,1,111,0,0,198,202,0,"Dec",308
"1574","PhiladelphiaErs","SanAntonioSpurs",68,119,0,2015-12-07,187,0,1,105,1,1,108,0,0,213,213,0,"Dec",308
"1575","MiamiHeat","WashingtonWizards",103,114,0,2015-12-07,217,1,1,99,0,1,104,0,0,183,220,0,"Dec",308
"1576","NewYorkKnicks","DallasMavericks",97,104,0,2015-12-07,201,0,0,91,1,0,116,0,0,197,220,0,"Dec",308
"1577","TorontoRaptors","LosAngelesLakers",102,93,0,2015-12-07,195,0,1,109,0,0,91,0,0,221,202,0,"Dec",308
"1578","ChicagoBulls","PhoenixSuns",101,103,0,2015-12-07,204,0,1,96,0,0,93,0,0,198,188,0,"Dec",308
"1579","MilwaukeeBucks","PortlandTrailBlazers",90,88,0,2015-12-07,178,1,1,106,1,0,109,0,0,197,212,0,"Dec",308
"1580","MinnesotaTimberwolves","LosAngelesClippers",106,110,0,2015-12-07,216,0,1,103,1,1,103,0,0,212,204,0,"Dec",308
"1581","NewOrleansPelicans","BostonCeltics",93,111,0,2015-12-07,204,1,1,114,0,0,105,1,0,222,213,1,"Dec",308
"1582","ClevelandCavaliers","PortlandTrailBlazers",105,100,0,2015-12-08,205,0,0,84,0,0,88,0,0,183,178,0,"Dec",315.5
"1583","IndianaPacers","GoldenStateWarriors",123,131,0,2015-12-08,254,0,0,119,1,0,114,1,0,241,212,1,"Dec",315.5
"1584","BrooklynNets","HoustonRockets",110,105,0,2015-12-08,215,0,1,98,1,1,120,0,0,212,233,0,"Dec",315.5
"1585","MemphisGrizzlies","OklahomaCityThunder",88,125,0,2015-12-08,213,1,1,95,1,1,98,0,0,188,193,0,"Dec",315.5
"1586","DenverNuggets","OrlandoMagic",74,85,0,2015-12-08,159,1,0,108,0,0,101,0,0,213,204,0,"Dec",315.5
"1587","SacramentoKings","UtahJazz",114,106,0,2015-12-08,220,0,0,95,1,1,122,0,1,193,241,0,"Dec",315.5
"1588","BostonCeltics","ChicagoBulls",105,100,0,2015-12-09,205,1,0,111,0,1,101,0,0,204,204,0,"Dec",323.5
"1589","CharlotteHornets","MiamiHeat",99,81,0,2015-12-09,180,1,1,104,0,1,103,0,0,188,217,0,"Dec",323.5
"1590","WashingtonWizards","HoustonRockets",103,109,0,2015-12-09,212,1,0,114,0,0,105,0,0,217,215,0,"Dec",323.5
"1591","DetroitPistons","MemphisGrizzlies",92,93,0,2015-12-09,185,0,0,84,0,1,88,0,0,188,213,0,"Dec",323.5
"1592","TorontoRaptors","SanAntonioSpurs",97,94,0,2015-12-09,191,1,1,102,1,0,119,0,0,195,187,0,"Dec",323.5
"1593","MilwaukeeBucks","LosAngelesClippers",95,109,0,2015-12-09,204,1,1,90,1,0,110,0,0,178,216,0,"Dec",323.5
"1594","MinnesotaTimberwolves","LosAngelesLakers",123,122,1,2015-12-09,245,0,1,106,0,0,93,0,0,216,195,0,"Dec",323.5
"1595","PhoenixSuns","OrlandoMagic",107,104,0,2015-12-09,211,1,0,103,1,0,85,0,0,204,159,0,"Dec",323.5
"1596","UtahJazz","NewYorkKnicks",106,85,0,2015-12-09,191,0,0,106,0,1,97,0,0,220,201,0,"Dec",323.5
"1597","DallasMavericks","AtlantaHawks",95,98,0,2015-12-09,193,1,0,104,1,1,100,0,0,201,187,0,"Dec",323.5
"1598","BrooklynNets","PhiladelphiaErs",100,91,0,2015-12-10,191,1,1,110,0,1,68,0,0,215,187,0,"Dec",330.5
"1599","ChicagoBulls","LosAngelesClippers",83,80,0,2015-12-10,163,0,0,100,1,0,109,0,0,205,204,0,"Dec",330.5
"1600","OklahomaCityThunder","AtlantaHawks",107,94,0,2015-12-10,201,1,0,125,1,0,98,0,0,213,193,0,"Dec",330.5
"1601","SacramentoKings","NewYorkKnicks",99,97,0,2015-12-10,196,1,1,114,0,0,85,0,0,220,191,0,"Dec",330.5
"1602","IndianaPacers","MiamiHeat",96,83,0,2015-12-11,179,0,1,123,0,0,81,0,0,254,180,0,"Dec",338
"1603","OrlandoMagic","ClevelandCavaliers",76,111,0,2015-12-11,187,0,0,104,1,1,105,0,0,211,205,0,"Dec",338
"1604","PhiladelphiaErs","DetroitPistons",95,107,0,2015-12-11,202,0,0,91,0,1,92,0,0,191,185,0,"Dec",338
"1605","BostonCeltics","GoldenStateWarriors",119,124,2,2015-12-11,243,1,1,105,1,0,131,0,0,205,254,0,"Dec",338
"1606","TorontoRaptors","MilwaukeeBucks",90,83,0,2015-12-11,173,1,1,97,0,1,95,0,0,191,204,0,"Dec",338
"1607","MemphisGrizzlies","CharlotteHornets",99,123,0,2015-12-11,222,1,0,93,1,1,99,0,0,185,180,0,"Dec",338
"1608","NewOrleansPelicans","WashingtonWizards",107,105,0,2015-12-11,212,0,1,93,0,1,103,0,0,204,212,0,"Dec",338
"1609","DenverNuggets","MinnesotaTimberwolves",111,108,1,2015-12-11,219,0,1,74,1,1,123,0,1,159,245,0,"Dec",338
"1610","UtahJazz","OklahomaCityThunder",90,94,0,2015-12-11,184,1,1,106,1,1,107,0,0,191,201,0,"Dec",338
"1611","SanAntonioSpurs","LosAngelesLakers",109,87,0,2015-12-11,196,0,0,94,0,0,122,0,1,191,245,0,"Dec",338
"1612","PhoenixSuns","PortlandTrailBlazers",96,106,0,2015-12-11,202,1,1,107,0,0,100,0,0,211,205,0,"Dec",338
"1613","BrooklynNets","LosAngelesClippers",100,105,0,2015-12-12,205,1,1,100,0,0,80,0,0,191,163,0,"Dec",348
"1614","CharlotteHornets","BostonCeltics",93,98,0,2015-12-12,191,1,0,123,0,1,119,0,2,222,243,0,"Dec",348
"1615","DetroitPistons","IndianaPacers",118,96,0,2015-12-12,214,1,0,107,1,1,96,0,0,202,179,0,"Dec",348
"1616","AtlantaHawks","SanAntonioSpurs",78,103,0,2015-12-12,181,0,0,94,1,1,109,0,0,201,196,0,"Dec",348
"1617","ChicagoBulls","NewOrleansPelicans",98,94,0,2015-12-12,192,1,1,83,1,1,107,0,0,163,212,0,"Dec",348
"1618","HoustonRockets","LosAngelesLakers",126,97,0,2015-12-12,223,1,0,109,0,0,87,0,0,212,196,0,"Dec",348
"1619","DallasMavericks","WashingtonWizards",111,114,0,2015-12-12,225,0,1,95,0,0,105,0,0,193,212,0,"Dec",348
"1620","MilwaukeeBucks","GoldenStateWarriors",108,95,0,2015-12-12,203,0,0,83,1,0,124,0,2,173,243,0,"Dec",348
"1621","PortlandTrailBlazers","NewYorkKnicks",110,112,0,2015-12-12,222,1,0,106,0,0,97,0,0,202,196,0,"Dec",348
"1622","PhoenixSuns","MinnesotaTimberwolves",108,101,0,2015-12-13,209,0,1,96,0,0,108,0,1,202,219,0,"Dec",354.5
"1623","MiamiHeat","MemphisGrizzlies",100,97,0,2015-12-13,197,0,0,83,0,1,99,0,0,179,222,0,"Dec",354.5
"1624","TorontoRaptors","PhiladelphiaErs",96,76,0,2015-12-13,172,1,1,90,0,1,95,0,0,173,202,0,"Dec",354.5
"1625","OklahomaCityThunder","UtahJazz",104,98,1,2015-12-13,202,1,0,94,0,1,90,0,0,184,184,0,"Dec",354.5
"1626","IndianaPacers","TorontoRaptors",106,90,0,2015-12-14,196,0,0,96,1,1,96,0,0,214,172,0,"Dec",361.5
"1627","BrooklynNets","OrlandoMagic",82,105,0,2015-12-14,187,0,1,100,0,1,76,0,0,205,187,0,"Dec",361.5
"1628","DetroitPistons","LosAngelesClippers",103,105,1,2015-12-14,208,1,1,118,1,0,105,0,0,214,205,0,"Dec",361.5
"1629","AtlantaHawks","MiamiHeat",88,100,0,2015-12-14,188,0,1,78,1,1,100,0,0,181,197,0,"Dec",361.5
"1630","ChicagoBulls","PhiladelphiaErs",115,96,0,2015-12-14,211,1,1,98,0,0,76,0,0,192,172,0,"Dec",361.5
"1631","MemphisGrizzlies","WashingtonWizards",112,95,0,2015-12-14,207,0,0,97,1,0,114,0,0,197,225,0,"Dec",361.5
"1632","DallasMavericks","PhoenixSuns",104,94,0,2015-12-14,198,0,1,111,1,1,108,0,0,225,209,0,"Dec",361.5
"1633","SanAntonioSpurs","UtahJazz",118,81,0,2015-12-14,199,1,0,103,0,0,98,0,1,181,202,0,"Dec",361.5
"1634","DenverNuggets","HoustonRockets",114,108,0,2015-12-14,222,1,1,111,1,1,126,1,0,219,223,1,"Dec",361.5
"1635","PortlandTrailBlazers","NewOrleansPelicans",105,101,0,2015-12-14,206,0,1,110,0,0,94,0,0,222,192,0,"Dec",361.5
"1636","BostonCeltics","ClevelandCavaliers",77,89,0,2015-12-15,166,1,0,98,1,0,111,0,0,191,187,0,"Dec",368.5
"1637","MinnesotaTimberwolves","DenverNuggets",100,112,0,2015-12-15,212,0,0,101,1,1,114,0,0,209,222,0,"Dec",368.5
"1638","SacramentoKings","HoustonRockets",107,97,0,2015-12-15,204,1,1,99,0,0,108,0,0,196,222,0,"Dec",368.5
"1639","LosAngelesLakers","MilwaukeeBucks",113,95,0,2015-12-15,208,0,0,97,1,1,108,0,0,223,203,0,"Dec",368.5
"1640","IndianaPacers","DallasMavericks",107,81,0,2015-12-16,188,1,1,106,1,1,104,0,0,196,198,0,"Dec",376.5
"1641","OrlandoMagic","CharlotteHornets",113,98,0,2015-12-16,211,1,0,105,0,1,93,0,0,187,191,0,"Dec",376.5
"1642","BrooklynNets","MiamiHeat",98,104,0,2015-12-16,202,0,1,82,1,0,100,0,0,187,188,0,"Dec",376.5
"1643","DetroitPistons","BostonCeltics",119,116,0,2015-12-16,235,0,1,103,0,1,77,1,0,208,166,1,"Dec",376.5
"1644","NewYorkKnicks","MinnesotaTimberwolves",107,102,0,2015-12-16,209,1,0,112,0,1,100,0,0,222,212,0,"Dec",376.5
"1645","AtlantaHawks","PhiladelphiaErs",127,106,0,2015-12-16,233,0,1,88,0,0,96,0,0,188,211,0,"Dec",376.5
"1646","ChicagoBulls","MemphisGrizzlies",98,85,0,2015-12-16,183,1,1,115,1,1,112,0,0,211,207,0,"Dec",376.5
"1647","OklahomaCityThunder","PortlandTrailBlazers",106,90,0,2015-12-16,196,1,1,104,1,1,105,1,0,202,206,1,"Dec",376.5
"1648","SanAntonioSpurs","WashingtonWizards",114,95,0,2015-12-16,209,1,1,118,0,0,95,0,0,199,207,0,"Dec",376.5
"1649","UtahJazz","NewOrleansPelicans",94,104,0,2015-12-16,198,0,0,81,0,0,101,0,0,199,206,0,"Dec",376.5
"1650","GoldenStateWarriors","PhoenixSuns",128,103,0,2015-12-16,231,0,0,95,0,0,94,0,0,203,198,0,"Dec",376.5
"1651","LosAngelesClippers","MilwaukeeBucks",103,90,0,2015-12-16,193,1,0,105,0,0,95,1,0,208,208,1,"Dec",376.5
"1652","CharlotteHornets","TorontoRaptors",109,99,1,2015-12-17,208,0,0,98,0,0,90,0,0,211,196,0,"Dec",384
"1653","ClevelandCavaliers","OklahomaCityThunder",104,100,0,2015-12-17,204,1,0,89,1,1,106,0,0,166,196,0,"Dec",384
"1654","LosAngelesLakers","HoustonRockets",87,107,0,2015-12-17,194,1,1,113,0,0,97,0,0,208,204,0,"Dec",384
"1655","IndianaPacers","BrooklynNets",104,97,0,2015-12-18,201,1,1,107,0,1,98,0,0,188,202,0,"Dec",391.5
"1656","OrlandoMagic","PortlandTrailBlazers",102,94,0,2015-12-18,196,1,1,113,0,0,90,0,0,211,196,0,"Dec",391.5
"1657","PhiladelphiaErs","NewYorkKnicks",97,107,0,2015-12-18,204,0,0,106,1,1,107,0,0,233,209,0,"Dec",391.5
"1658","BostonCeltics","AtlantaHawks",101,109,0,2015-12-18,210,0,0,116,1,1,127,0,0,235,233,0,"Dec",391.5
"1659","MiamiHeat","TorontoRaptors",94,108,0,2015-12-18,202,1,0,104,0,0,99,0,1,202,208,0,"Dec",391.5
"1660","ChicagoBulls","DetroitPistons",144,147,2,2015-12-18,291,1,1,98,1,1,119,0,0,183,235,0,"Dec",391.5
"1661","MinnesotaTimberwolves","SacramentoKings",99,95,0,2015-12-18,194,0,0,102,1,1,107,0,0,209,204,0,"Dec",391.5
"1662","SanAntonioSpurs","LosAngelesClippers",115,107,0,2015-12-18,222,1,1,114,1,1,103,0,0,209,193,0,"Dec",391.5
"1663","DallasMavericks","MemphisGrizzlies",97,88,0,2015-12-18,185,0,0,81,0,0,85,0,0,188,183,0,"Dec",391.5
"1664","UtahJazz","DenverNuggets",97,88,0,2015-12-18,185,0,1,94,1,0,112,0,0,198,212,0,"Dec",391.5
"1665","PhoenixSuns","NewOrleansPelicans",104,88,0,2015-12-18,192,0,0,103,1,0,104,0,0,231,198,0,"Dec",391.5
"1666","GoldenStateWarriors","MilwaukeeBucks",121,112,0,2015-12-18,233,1,1,128,0,0,90,0,0,231,193,0,"Dec",391.5
"1667","OklahomaCityThunder","LosAngelesLakers",118,78,0,2015-12-19,196,0,0,100,0,1,87,0,0,204,194,0,"Dec",400
